,0,1,2,3
132,gdb9_21383,-70.00832607957105 kJ/mol,"[Vec3(x=-0.15206704646283242, y=0.0022985737751923807, z=0.01268442224742694), Vec3(x=-0.14513568079814831, y=-0.9878362682184161, z=-0.013375597294952524), Vec3(x=-0.31374847378836535, y=0.15536954464312203, z=-0.015027406199511262), Vec3(x=1.0172246485252288, y=0.21817910555088815, z=-0.007944322851716201), Vec3(x=-1.169291526461393, y=-0.14642711978922307, z=0.0037800869605826293), Vec3(x=0.3222999689359938, y=-0.2628959512084066, z=-0.01537470189050616), Vec3(x=0.2777563901683209, y=1.0385013624713793, z=0.004930877178830784), Vec3(x=0.2560693731093693, y=0.022516978363341877, z=0.013188131641893364), Vec3(x=1.0655226659426376, y=-0.10061745419181989, z=0.03291796768923394), Vec3(x=-0.6620136628710256, y=0.10055240948872779, z=-0.01626983183734043), Vec3(x=0.5947611517878144, y=-0.23949828581334032, z=-0.04265526599660907), Vec3(x=-1.0915666356027032, y=0.19983660093012645, z=0.043145282724804446)] kJ/(nm mol)","[Vec3(x=-0.6518169443839952, y=-0.8862175148785525, z=0.013136038248463322), Vec3(x=0.6860992618971977, y=-0.15896115649235298, z=-0.01804576993632434), Vec3(x=-0.47089448761346375, y=-0.11981722109430848, z=-0.015276972389585808), Vec3(x=0.5671043707809277, y=-0.157696004298261, z=-0.006798126732798507), Vec3(x=-0.6378316602811083, y=0.13892803675310006, z=-0.0003801515238004427), Vec3(x=0.3538199848280499, y=0.06774944950677764, z=-0.014904884941054686), Vec3(x=-0.4919581700240201, y=0.1679365590869395, z=0.006573952044519826), Vec3(x=0.5979656516962564, y=1.0364039203657853, z=0.017879303556510795), Vec3(x=0.1488847358774592, y=1.0290216969603705, z=0.04847890522889692), Vec3(x=-0.07129810651731461, y=0.3728175377821117, z=-0.019796671089125972), Vec3(x=0.061054074194082375, y=-0.5023029575634155, z=-0.03737550271847456), Vec3(x=-0.09113216752368203, y=-0.9878647303144703, z=0.026509856038393287)] kJ/(nm mol)"
133,gdb9_21384,-48.77971166611596 kJ/mol,"[Vec3(x=-0.038739057361567575, y=-2.213138847729482, z=-0.014420560147811567), Vec3(x=-1.0111454391039842, y=4.427529599819422, z=0.0308082784331698), Vec3(x=0.8662136949650403, y=-0.607359282959635, z=-0.018923849644039592), Vec3(x=0.5679432452963908, y=0.3226215572003355, z=-0.005530402387531552), Vec3(x=0.7732916774056093, y=0.7354803377616292, z=-0.01274445333189611), Vec3(x=-0.785240795323034, y=0.6876562394791108, z=0.004306760330273107), Vec3(x=-0.05099873021345047, y=0.8057605349300161, z=0.015512422761559952), Vec3(x=1.6619462342175666, y=-2.180927756657809, z=-0.017175845602036333), Vec3(x=0.2948804519992052, y=-0.16209513390822394, z=0.01553919222082678), Vec3(x=0.6517156108621904, y=-0.6841886534247976, z=-0.010598455206001223), Vec3(x=-2.929824931074151, y=-1.1313667279021047, z=0.013227810368452886)] kJ/(nm mol)","[Vec3(x=0.40925091139536107, y=0.08344030140497694, z=-0.006416675154072404), Vec3(x=0.4375783963163826, y=2.427182584555112, z=0.004921969107340551), Vec3(x=-1.3404073893952102, y=0.46074067589563583, z=0.009691510021581529), Vec3(x=-0.3261484098510721, y=-1.0222979668609469, z=-0.004688463873980586), Vec3(x=2.139416725756888, y=0.2568624483820505, z=-0.029213986747612886), Vec3(x=-2.2992733629832856, y=1.4402919644010126, z=0.02385522246273908), Vec3(x=0.3715873769669713, y=0.39390469528396466, z=0.009313298364649114), Vec3(x=-0.1905839377927805, y=-1.5332429595210897, z=0.005015536999255943), Vec3(x=0.047440949378881214, y=-0.4755193897735239, z=0.01710233278879003), Vec3(x=1.504033905920572, y=0.2279288443913572, z=-0.014475229055940453), Vec3(x=-0.7528970730642293, y=-2.259287383460844, z=-0.015105574517387144)] kJ/(nm mol)"
134,gdb9_21385,-54.364892327666325 kJ/mol,"[Vec3(x=0.08059021936452382, y=-1.5165750383479804, z=-0.004239323085138524), Vec3(x=-3.5423087099733266, y=2.39760575312863, z=0.04716804976240896), Vec3(x=0.5213618975746215, y=3.247694052740826, z=0.02501327625568983), Vec3(x=0.38224422357279764, y=1.3210064291708932, z=-0.007267248170621521), Vec3(x=1.8035533724465722, y=-0.8558618556168653, z=-0.014761668501672709), Vec3(x=-1.325328938651353, y=-0.7390099140349804, z=0.004836488959387708), Vec3(x=0.18092215121518507, y=-0.5259687245957139, z=-0.005946909034378667), Vec3(x=-0.3824732145724212, y=-0.19897699170940086, z=-0.002859370742469558), Vec3(x=3.901373332701212, y=-0.2708095410109195, z=-0.04516693833950525), Vec3(x=-0.023324335456788248, y=-1.3391058692735385, z=-0.009923916757861084), Vec3(x=-1.5966500525417242, y=-1.5200253609592913, z=0.013148265596652942)] kJ/(nm mol)","[Vec3(x=1.072935231453215, y=-2.300811866256254, z=-0.01974997527793887), Vec3(x=-2.364577714264101, y=3.097554319922722, z=0.04002266165998014), Vec3(x=-0.27071654175853155, y=1.7366659677524012, z=0.023665422232431954), Vec3(x=0.6422089004670397, y=-0.806296063662785, z=-0.02196718160333777), Vec3(x=0.7207900580222599, y=0.3280859899184634, z=0.0022301260251831323), Vec3(x=-1.250164739199839, y=0.6030753219828036, z=0.011254102313083048), Vec3(x=1.5537232047377216, y=-1.9816736142271267, z=-0.02702748369294411), Vec3(x=-1.11042930106656, y=-0.21340842934164073, z=0.0038798474754455636), Vec3(x=2.600413304795424, y=0.7750673691627128, z=-0.02527070375428253), Vec3(x=-0.5251871213317898, y=-0.1980163428509627, z=0.0018802088283260687), Vec3(x=-1.0689918843898818, y=-1.040237407191365, z=0.011083002336762175)] kJ/(nm mol)"
135,gdb9_21386,-36.35497559972086 kJ/mol,"[Vec3(x=0.26423138189596784, y=0.9822769888499181, z=-0.002784686634892175), Vec3(x=-2.506543062308083, y=-1.06630888135669, z=0.01923866912636507), Vec3(x=-0.9415443706162705, y=2.879760178052095, z=0.02532833987611305), Vec3(x=1.9606749995342057, y=-1.0496960390077987, z=-0.018673685870284062), Vec3(x=-1.489029276598373, y=-1.6020805610287567, z=-0.004297027670725484), Vec3(x=1.2255518988242784, y=1.7762353619357327, z=-0.013938111551759391), Vec3(x=-0.02908891946043468, y=-1.3496224044661176, z=-0.011340141136294335), Vec3(x=-0.2465876273683989, y=-1.1440120500767819, z=0.01566047187842834), Vec3(x=-0.19946467511454102, y=1.8198727549455782, z=0.02767872785544867), Vec3(x=1.9617796240510792, y=-1.2463652663641085, z=-0.03687259405662302)] kJ/(nm mol)","[Vec3(x=-0.8929715991597504, y=0.6397444626489914, z=0.0036607265908934483), Vec3(x=-0.5120323529297366, y=0.3608905680805492, z=0.009176249516392065), Vec3(x=0.6246364335036674, y=0.5654504950510386, z=-0.004317684169113711), Vec3(x=0.15713602614761157, y=-0.21326197410697034, z=0.0037127077329501823), Vec3(x=0.05970120495538822, y=-0.04387441055907182, z=-0.008590183946145746), Vec3(x=-0.07647649130785794, y=-0.10064402150055685, z=-0.010113468921588264), Vec3(x=-0.43660740704933687, y=-0.6407204853433086, z=-0.0051325282252203674), Vec3(x=0.2839265503948809, y=-0.4346437851037308, z=0.014497690307841538), Vec3(x=-0.1362012225549165, y=0.2803861486787014, z=0.018352177162590216), Vec3(x=0.92888933483691, y=-0.41332795151993196, z=-0.02124568325462972)] kJ/(nm mol)"
136,gdb9_21387,-72.20278560439553 kJ/mol,"[Vec3(x=0.5877348207401383, y=0.4388019648311854, z=0.7194503802018559), Vec3(x=-0.255566832933539, y=1.6195608757515174, z=-1.0499367773642518), Vec3(x=0.7358013317513041, y=-0.5128623379441706, z=-0.05412515142928598), Vec3(x=1.5540208585521782, y=0.051264809132064215, z=-0.3257001184382773), Vec3(x=1.1307596220026852, y=-0.2270148116257502, z=-1.8107384534276996), Vec3(x=-2.074986027400371, y=-0.6880285730985634, z=-0.20694192168440395), Vec3(x=0.7213808284539311, y=-1.0634721343165268, z=-0.6442000888020161), Vec3(x=-0.8426118414625989, y=-0.6078015216660901, z=0.05787733040593679), Vec3(x=-3.1987485972817353, y=-0.020797940431805273, z=0.9595568403566688), Vec3(x=0.9791478963134068, y=0.1577151674561037, z=0.6625077844772136), Vec3(x=-0.6921380804353703, y=2.0323843074602905, z=0.43209468724089106), Vec3(x=1.3552177042110145, y=-1.1797860451723636, z=1.2601600184169683)] kJ/(nm mol)","[Vec3(x=-1.0768774916789425, y=1.5157457942780326, z=0.227401586264385), Vec3(x=-1.3061077207051994, y=0.5769993066925849, z=0.2659826423828804), Vec3(x=2.2358626382199986, y=1.5889873857011594, z=-1.1619344261809594), Vec3(x=-1.7997493350389107, y=-0.04513723704661743, z=1.9972779470657613), Vec3(x=0.27359697289122664, y=-0.12104736591240339, z=3.3369891800036355), Vec3(x=0.1714576333598501, y=-0.6552696293438203, z=-0.2496913506580114), Vec3(x=-1.6339942267262444, y=-0.2036077600749593, z=0.39159342755602466), Vec3(x=1.4675892247337288, y=-1.9898779218696774, z=0.25258792278626885), Vec3(x=0.8901197075714435, y=0.7540614699790638, z=-0.03962821052211041), Vec3(x=0.12080650997056352, y=0.27849516268295815, z=-2.0065758800208755), Vec3(x=0.310246009129159, y=-0.5226287195484929, z=-2.997268009892423), Vec3(x=0.34704942262223426, y=-1.1767117832604015, z=-0.016735462083474317)] kJ/(nm mol)"
137,gdb9_21388,-73.76358002304568 kJ/mol,"[Vec3(x=0.626025676094315, y=0.15495583007167113, z=-0.48365925653578046), Vec3(x=-0.8993244806515008, y=1.8631801029531516, z=0.5256385492359499), Vec3(x=-0.9827055142804966, y=-1.390301219195436, z=-0.8466111191272638), Vec3(x=1.3795231839983586, y=0.22154820478529302, z=3.009102148771305), Vec3(x=1.25868033289332, y=-0.1941825240812065, z=-1.722334769179767), Vec3(x=1.582524841699751, y=1.2675692839017074, z=-2.295819756645983), Vec3(x=-0.6299393038210326, y=1.5255360933718691, z=0.13015119556368404), Vec3(x=0.34567272789468007, y=-0.15135715080953105, z=0.044751450531521186), Vec3(x=-0.5096666582350053, y=-1.1799210370271282, z=0.37992475577670604), Vec3(x=-0.9457915193718023, y=-1.432505094401165, z=0.033681242637147335), Vec3(x=-1.2248974814866074, y=-0.6845029392460731, z=1.2251644725089932)] kJ/(nm mol)","[Vec3(x=4.50548119901444, y=0.6992839262580617, z=0.06160133087186637), Vec3(x=1.9019153222124032, y=2.4080721725245553, z=-0.5117482811645573), Vec3(x=-2.7714960439052447, y=-0.19854458980114487, z=0.037747439451331743), Vec3(x=1.3476495613234505, y=1.4176884830231273, z=2.065832925372103), Vec3(x=-0.5885529143537269, y=0.6115012635534152, z=-1.9398156817618464), Vec3(x=-1.3249918697429734, y=-1.6461042773960344, z=0.2893441047018541), Vec3(x=0.03920976951906141, y=-0.5010485135158831, z=0.25675954738735385), Vec3(x=-1.2925625501072773, y=1.2522227858113695, z=-2.3470458445376607), Vec3(x=1.128765585082931, y=0.8482694386772778, z=0.038606258245096114), Vec3(x=-1.8208435832111007, y=-0.6241066583711188, z=1.2037866522422735), Vec3(x=-1.124573998995281, y=-4.267233077089543, z=0.8449321750413077)] kJ/(nm mol)"
138,gdb9_21389,-39.53957530217005 kJ/mol,"[Vec3(x=-0.5372892815371415, y=1.5958420480236128, z=0.017279952659075448), Vec3(x=-0.9831450510388322, y=0.7924906361949979, z=0.014646373363132348), Vec3(x=-0.9254356063909484, y=0.4057495883501474, z=0.007134079941733873), Vec3(x=0.9841962293048709, y=1.5495101560360354, z=-0.0034237306847453297), Vec3(x=0.3336424423986273, y=-0.1227749031103258, z=-0.01347998066249012), Vec3(x=-1.31399528832587, y=2.782784786244097, z=0.027618749738063664), Vec3(x=-0.8312471156356054, y=1.7265543877220608, z=0.014248420354292746), Vec3(x=-1.0623720897690987, y=-2.608997250530706, z=-0.0005824827986606884), Vec3(x=0.8658358378805815, y=-1.3938179037307918, z=-0.009326824862157412), Vec3(x=0.8556697092805408, y=-1.014529850100132, z=-0.015356351194794282), Vec3(x=2.2409059479670397, y=-3.194902865726325, z=-0.03974064189503812), Vec3(x=0.3732633529327245, y=-0.5179692684824886, z=0.0009835983321604402)] kJ/(nm mol)","[Vec3(x=0.48291851469855374, y=1.5766447305223323, z=0.00654004612620529), Vec3(x=-1.2327063263714422, y=-0.07831961680301447, z=0.012287430174336755), Vec3(x=1.573389548913326, y=-0.17662261272232627, z=-0.02032124160438631), Vec3(x=0.5430679554040125, y=0.8895443622177481, z=-0.0026201221792403473), Vec3(x=-1.1578139698889345, y=0.07216841719809963, z=0.003040100279850577), Vec3(x=0.25768565233622454, y=2.038832064221973, z=0.00801894456718312), Vec3(x=-0.4333342020678117, y=1.220332536269357, z=0.00804810915822407), Vec3(x=-0.825472714265544, y=-1.2579051328187347, z=0.004137804992776495), Vec3(x=-0.9351015462082728, y=-0.5899350359642881, z=0.01279992300778382), Vec3(x=0.25448533156861686, y=-0.7798417066106822, z=-0.00830019841522378), Vec3(x=1.0699034645806194, y=-2.664104215071988, z=-0.02560267142730449), Vec3(x=0.4029755494877918, y=-0.25080189667039576, z=0.001971928405184342)] kJ/(nm mol)"
139,gdb9_21390,-1107.7899991864394 kJ/mol,"[Vec3(x=-1.314229047577129, y=-1.1793325604537657, z=-0.711783142808958), Vec3(x=-1.406692886473138, y=-1.334463754628814, z=0.5224545301825856), Vec3(x=2.0150441917747486, y=0.28095822558941563, z=1.5122849112235528), Vec3(x=-1.3403286248582447, y=0.07773049522580777, z=-1.5475216438968573), Vec3(x=1.2206573990758542, y=-1.3306234365718268, z=0.6950789329885652), Vec3(x=0.423421248587033, y=2.282229902158406, z=-1.2965722833345694), Vec3(x=-0.3054343742285255, y=-2.4162139186241234, z=0.6006760626961736), Vec3(x=3.2309240452356107, y=1.912401191341928, z=-1.2472348833175602), Vec3(x=-1.0318099258992817, y=1.7185605663434416, z=0.8661881383661125), Vec3(x=0.7398681656487724, y=0.37003513412439304, z=-0.725550629040633), Vec3(x=-1.7455827055171653, y=0.10376785780329101, z=-0.35343692654635106), Vec3(x=-0.48571166036390423, y=-0.4849247709725546, z=1.6853949989785733)] kJ/(nm mol)","[Vec3(x=-3.005415938623628, y=2.212935108547814, z=0.7878063874916528), Vec3(x=0.5916314829669318, y=0.2672229803401933, z=1.319797749830098), Vec3(x=2.011440258189822, y=-0.10679689367862011, z=0.3283888517660838), Vec3(x=-0.4759992526222767, y=0.2977190039310571, z=-1.1578031563583406), Vec3(x=-0.18135998190178526, y=3.1528654011287784, z=0.1246724638745107), Vec3(x=-0.5406734094353567, y=-4.023847471984226, z=0.4251145197511317), Vec3(x=0.27782743520437947, y=-1.004341304142251, z=1.331522781843356), Vec3(x=-0.07861329111841542, y=-0.7705416965832228, z=-5.070838280563789), Vec3(x=1.6104837319517458, y=-0.012494540737407078, z=0.6101055669565412), Vec3(x=1.0208411200542997, y=-0.4721653173077698, z=0.18209269027521557), Vec3(x=0.7683862773803298, y=1.6423064521746937, z=0.24325474645962597), Vec3(x=-1.998553677257199, y=-1.1828617216900028, z=0.8758856041680341)] kJ/(nm mol)"
140,gdb9_21391,-1091.404442554067 kJ/mol,"[Vec3(x=-1.3652555853643094, y=-0.45794269175493696, z=-1.436599181120882), Vec3(x=-0.16400930279769455, y=-2.933059540453428, z=-0.4355631541981779), Vec3(x=-1.7442504367767242, y=-2.2556071803142004, z=2.529577089343718), Vec3(x=0.8772395142091227, y=0.08926333040614054, z=-2.610688065483828), Vec3(x=1.2360911048539833, y=0.6252169111496926, z=-2.605369292301191), Vec3(x=0.4718028961273717, y=1.5069034121819413, z=-0.82415594114957), Vec3(x=1.5434477420396888, y=0.09271568410164122, z=2.3613265511815698), Vec3(x=0.5136156911357261, y=0.522156824910553, z=0.21692254768123576), Vec3(x=-1.4869291148135773, y=1.1580877631340059, z=0.9141705829475768), Vec3(x=1.7464867665716781, y=-1.4965351468750896, z=-0.4579311740894738), Vec3(x=-1.6283820879136783, y=3.1489722948907968, z=2.3483562903936352)] kJ/(nm mol)","[Vec3(x=-0.5972697933764266, y=-2.0786469860327514, z=0.7850033994472874), Vec3(x=-0.8330526875348596, y=-0.3663687448701012, z=2.23627890155592), Vec3(x=0.123444838622504, y=2.4869068724419776, z=1.3737799390116834), Vec3(x=-1.251561170703269, y=-0.20798047238855588, z=-1.3681298192183533), Vec3(x=0.5019180026904166, y=-0.06416365587074324, z=-0.5016103274886206), Vec3(x=-0.7705152085618465, y=-0.8868950371919837, z=0.5558527989118076), Vec3(x=1.8021668397041424, y=-1.5114843403230935, z=-0.2562956592114318), Vec3(x=1.8242830384713358, y=1.3137135244875964, z=-2.4866221466667304), Vec3(x=0.1381035166342599, y=1.3234932895106226, z=0.22036622690260543), Vec3(x=0.8775253716207061, y=-1.944556415727007, z=-3.060225958400423), Vec3(x=-1.8150421515205792, y=1.9359678694655997, z=2.5016030027842753)] kJ/(nm mol)"
141,gdb9_21392,-291.3988306592496 kJ/mol,"[Vec3(x=0.4027992148892281, y=-2.552288152500637, z=-0.5243741363614092), Vec3(x=-0.8653491491952536, y=0.5809253734985305, z=-1.1762293844336114), Vec3(x=2.1409660431283726, y=-0.4970247711083573, z=0.2187571001395483), Vec3(x=-1.0869368243900226, y=2.0096094863672533, z=-0.9735547467366814), Vec3(x=0.376705600012059, y=0.8199632294164303, z=0.3981069170919511), Vec3(x=1.827431522497477, y=-0.7615652331758156, z=0.37514347010561977), Vec3(x=0.49860353465930984, y=-0.47736004767341456, z=2.323125721898794), Vec3(x=-0.37758771709175676, y=-0.15722486707326766, z=-3.110714557635575), Vec3(x=-0.6418365449459316, y=-0.46153913516783973, z=1.0885166932971018), Vec3(x=1.5252110093686295, y=-0.22121703128873094, z=2.062515780213552), Vec3(x=-2.2721529750360503, y=0.40030657808614833, z=0.046279993260334606), Vec3(x=-1.5278278454806724, y=1.3173764236470191, z=-0.7275547906327802)] kJ/(nm mol)","[Vec3(x=0.525430152748072, y=1.2695666273395112, z=-0.944783902320431), Vec3(x=-0.4297347501039894, y=-0.2939058234451295, z=0.580607894445734), Vec3(x=0.10146171558763228, y=0.4642159170986986, z=0.2361789997414263), Vec3(x=-0.2957293520737494, y=0.43591367512772194, z=0.7598881721455086), Vec3(x=0.1343136483655769, y=-0.3874132731059774, z=-0.8051815531312769), Vec3(x=0.05446214410156358, y=0.3409419353952856, z=1.0052905907885368), Vec3(x=0.4000327197189293, y=0.5159092977850364, z=-0.9080267319994277), Vec3(x=-0.5179804536785468, y=0.09732237396556798, z=0.4620199086254999), Vec3(x=-0.46091101837446047, y=-0.3263073423085814, z=0.14238451397859642), Vec3(x=-0.31203206599199973, y=-0.9412220525569808, z=-0.6919930862827002), Vec3(x=0.661632146629799, y=-0.39802736282659623, z=-0.131823547656567), Vec3(x=0.13904128479483546, y=-0.776976806331561, z=0.2954377283859344)] kJ/(nm mol)"
142,gdb9_21393,-305.2165541151236 kJ/mol,"[Vec3(x=0.2990480795535859, y=0.3965362208344576, z=-0.3129402780100321), Vec3(x=0.42292719591421246, y=-1.993260185523468, z=0.5999326898588038), Vec3(x=-3.9215919716721146, y=-0.20844977409160492, z=-1.3369402304544167), Vec3(x=0.994923550841122, y=-0.37969380756703686, z=1.076183730604157), Vec3(x=-0.027345689758469405, y=-0.39296217714547055, z=3.9839813535416058), Vec3(x=1.1569835422540393, y=0.39375196310598426, z=-0.36001279376939976), Vec3(x=0.7094709269339887, y=-0.1355601393656798, z=0.3806209055029015), Vec3(x=0.8592803573585854, y=-0.47947892422999416, z=-2.0121932702335243), Vec3(x=1.030746420654225, y=0.9431145145424864, z=0.08792840878092534), Vec3(x=-0.6046844535728297, y=-0.6817921336352128, z=0.5414561846053587), Vec3(x=-0.9197255335790828, y=2.5378244838169337, z=-2.6480106207525793)] kJ/(nm mol)","[Vec3(x=1.3608844240548024, y=-0.7615559752519179, z=0.8341063328497782), Vec3(x=-2.722453811522655, y=1.1918620030934335, z=-0.5725409025801014), Vec3(x=1.9837708727930021, y=2.0608403114134717, z=0.5890530163502774), Vec3(x=-0.9007188684140601, y=1.6864121240892018, z=-3.6312652176792426), Vec3(x=1.5010580170239436, y=-0.37741618391004295, z=-1.132306455642361), Vec3(x=-1.24227701611386, y=-0.18690256908628555, z=0.9563141508645288), Vec3(x=-1.2980255518062336, y=-1.212734794302957, z=2.506555086833373), Vec3(x=0.016465150716896915, y=-0.2752877294175846, z=0.9225871650032111), Vec3(x=0.2200770338579474, y=-0.9541204158863366, z=-1.9815707653732764), Vec3(x=2.2285233142192595, y=-2.0523815679994186, z=3.1166244959122196), Vec3(x=-1.1473073795071826, y=0.881300532885021, z=-1.6075573237709726)] kJ/(nm mol)"
143,gdb9_21394,-72.44438563122321 kJ/mol,"[Vec3(x=-0.09518556125954092, y=-0.6454014911039962, z=0.17366497029693218), Vec3(x=2.256552046647556, y=-0.5243137429252158, z=0.21750614587434258), Vec3(x=-2.0603602457447323, y=-2.1982973319964003, z=0.2598373405353662), Vec3(x=2.1086693009347073, y=-0.5951477598111978, z=-0.17246650945294562), Vec3(x=-2.404108497400955, y=0.6833567839582173, z=-1.5623043701428565), Vec3(x=0.25111672733146406, y=0.5950110408775799, z=0.26398486919443087), Vec3(x=2.205162873825799, y=-0.7433499172485085, z=0.2323898125958188), Vec3(x=-0.6018150362779124, y=2.9447336278982874, z=0.18185416251932907), Vec3(x=-0.8478880629373293, y=0.19098818826034858, z=0.20954457232081447), Vec3(x=-0.8121719169302253, y=0.29236958051558304, z=0.19598959485466283)] kJ/(nm mol)","[Vec3(x=-0.7511935834379528, y=-0.31200870003448244, z=0.19900976211821897), Vec3(x=1.9946600086670117, y=-0.9727859527171461, z=0.22546111478531872), Vec3(x=-0.7187860012152214, y=-1.5970987116479591, z=0.25702397035879443), Vec3(x=1.3011299318682177, y=-0.3709981487447749, z=-0.18459231691842604), Vec3(x=-2.497751942314949, y=0.7082952964690392, z=-1.5976793177224056), Vec3(x=-0.46591986852308764, y=0.6569487248048063, z=0.2914963398605721), Vec3(x=2.2119446158237963, y=-0.22586914769470923, z=0.24264254890468684), Vec3(x=0.22825337331619266, y=1.7343981818162888, z=0.17216653256211245), Vec3(x=-0.6415477415727366, y=0.21909370738796952, z=0.204327453414062), Vec3(x=-0.6607973756782712, y=0.16003237975473894, z=0.19014386793358629)] kJ/(nm mol)"
144,gdb9_21395,-1073.0210875453333 kJ/mol,"[Vec3(x=0.7386317190372864, y=0.34190470165507847, z=0.30497918588917083), Vec3(x=1.5810737220887177, y=1.7664764489953768, z=0.5193698865771905), Vec3(x=0.4669449222938056, y=2.2097250035371303, z=0.3852997252959227), Vec3(x=1.7209052578911042, y=1.6657991067352782, z=-0.5506064613744406), Vec3(x=-1.8576308940751645, y=-0.2982674608629168, z=0.14369533990309913), Vec3(x=1.1075732535463203, y=3.790298331869934, z=0.24249101229332126), Vec3(x=1.3620728205884234, y=-2.255175870721061, z=0.7571467128959775), Vec3(x=-2.374235397932125, y=-1.8660329358184526, z=-2.943835207270105), Vec3(x=-0.78310241414394, y=-1.2578420063815088, z=0.585871284769329), Vec3(x=-3.942479398858154, y=-3.3134681885097734, z=0.2707054042459518), Vec3(x=1.9804134217781098, y=-0.783540631322893, z=0.28488535194873155)] kJ/(nm mol)","[Vec3(x=0.9416792190747767, y=-1.17820001034231, z=0.34961645327729013), Vec3(x=-0.08800451395416076, y=0.8304001351301622, z=0.6265789954515721), Vec3(x=2.4970187789659803, y=0.31966457834670337, z=0.3699432078517795), Vec3(x=-0.5531338893551094, y=2.1302095926158984, z=-0.6631308598417567), Vec3(x=-0.13210601094878172, y=1.2864655254701631, z=0.14058471375312243), Vec3(x=-0.6750487771512468, y=-0.8725292047322739, z=0.2558309283688631), Vec3(x=-1.1824486591569254, y=0.8494707729438602, z=0.882723498925049), Vec3(x=-0.13419308941934105, y=-2.681625239071991, z=-3.4566435526109274), Vec3(x=-0.5401882527128805, y=-0.10751351748814386, z=0.7405537707376855), Vec3(x=-2.2686519130412393, y=-0.8720406646709762, z=0.34399988410875393), Vec3(x=2.1350756771872668, y=0.29569207133516073, z=0.4099431779080769)] kJ/(nm mol)"
145,gdb9_21396,-1133.3366628305932 kJ/mol,"[Vec3(x=-0.39900137955089576, y=2.138974805784585, z=0.7143084155784152), Vec3(x=0.07980907507362645, y=1.4363561544520849, z=-0.9076255495377836), Vec3(x=0.7183211986071569, y=1.6761661027665014, z=-2.3802952544387495), Vec3(x=0.6850404105621237, y=0.7942172059914583, z=3.8169722421633594), Vec3(x=-2.03148969269202, y=-1.2360710720847692, z=2.7812581584057483), Vec3(x=0.6175939307636895, y=-1.1640105766246052, z=1.8504281378243803), Vec3(x=1.8412657302471303, y=0.36274241642658467, z=-3.001925045876888), Vec3(x=2.2312701976028393, y=0.2431221188973609, z=-0.7867701643174314), Vec3(x=-2.705723108424934, y=-0.9051423431977241, z=0.831640800927886), Vec3(x=-1.0369949286634323, y=-3.346396774081228, z=-2.917995555426387)] kJ/(nm mol)","[Vec3(x=-0.16745936360962332, y=-1.6352211020430119, z=0.24323963026472484), Vec3(x=0.6453534431174148, y=-0.6331890885766143, z=1.7176092310171782), Vec3(x=-0.13323391641040416, y=0.35827270285744817, z=-0.5520019114049148), Vec3(x=-0.24648587349969375, y=-1.0636919787556849, z=-1.0304668446498937), Vec3(x=-0.05291890191398352, y=0.7262830915112204, z=-0.13787810181241156), Vec3(x=0.10880817814017973, y=-0.12077048808632185, z=2.0911775290518904), Vec3(x=1.014025730502567, y=-0.9438219887632862, z=-0.6858463573101261), Vec3(x=0.1299333049806819, y=1.592170060651199, z=-1.2543821800640447), Vec3(x=-0.32554488135997417, y=0.8940352850777344, z=-0.24200855676908617), Vec3(x=-0.9724748589244001, y=0.825932552453267, z=-0.14944111957083095)] kJ/(nm mol)"
146,gdb9_21397,-302.8875807249377 kJ/mol,"[Vec3(x=1.1685331357268751, y=-0.41803375215662086, z=0.21274230526235272), Vec3(x=-0.4254046627488606, y=0.07859947441340864, z=-1.3256230283632249), Vec3(x=0.07610747251226258, y=-2.1072582034422, z=1.080176510877493), Vec3(x=0.22317533719660787, y=0.1600910340853261, z=1.9532316253765316), Vec3(x=0.5181999905304409, y=-0.9717288710070306, z=-0.18794570370134167), Vec3(x=-0.9320903159371028, y=1.823685281400003, z=1.3791566875413679), Vec3(x=0.8065092425450757, y=0.013839595611742084, z=0.110508178005567), Vec3(x=0.8078408315197976, y=0.6775688796110728, z=-2.9915169099215433), Vec3(x=-3.016198929577456, y=1.256480788455434, z=0.9335320146787822), Vec3(x=0.663329717173724, y=-0.29516006749356904, z=-0.6919465890784053), Vec3(x=0.10990901251091145, y=-0.21795445976927397, z=-0.472340839884577)] kJ/(nm mol)","[Vec3(x=-2.104384701733011, y=2.5142252796712725, z=-1.2962465639466814), Vec3(x=2.118277562652281, y=-1.0995945872961101, z=-1.732510975627406), Vec3(x=2.3828148929992494, y=-0.20553258645799133, z=1.0598711520155035), Vec3(x=-1.356925376480831, y=0.33428823603958335, z=-0.3653323647424713), Vec3(x=-1.4145199790518603, y=1.2771411762580698, z=-0.22711442803447568), Vec3(x=0.04492787399212261, y=-3.222259408577372, z=-1.036734852281409), Vec3(x=-1.9467029446435546, y=3.276759637144835, z=-1.8145280133397517), Vec3(x=-1.6266881520766958, y=-1.0548083517334987, z=3.9909357285005953), Vec3(x=0.3255683365174278, y=-1.2790872379240454, z=1.3044263351511347), Vec3(x=2.5972417360578106, y=-0.08361282199811981, z=1.6674985193919296), Vec3(x=0.9803876523255468, y=-0.4575214808939734, z=-1.5502647457034904)] kJ/(nm mol)"
